"Core Project Number","Affiliation","Pub Year","Authors","Country","ISSN","Journal Issue","Journal (Link to PubMed abstract)","Journal Title ABBR","Journal Volume","Language","Page Number","PMC ID","PMID","PUB Date","Title (Link to full-text in PubMed Central)","Related Publications in PubMed","Related Publications in Google Scholar","Articles Citing from PubMed Central","Articles Citing from Google Scholar","Clinical Trials cited","Relative Citation Ratio",
"ZIADK013022"," ","2021","Yogurtcu, Osman N; Rodriguez Messan, Marisabel; Gerkin, Richard C; Belov, Artur A; Yang, Hong; Forshee, Richard A; Chow, Carson C","United States"," "," ","<a href='https://www.ncbi.nlm.nih.gov/pubmed/33564783'>medRxiv : the preprint server for health sciences</a>","medRxiv"," ","eng"," ","7872378","33564783","2021 Feb 08","<a href='https://www.ncbi.nlm.nih.gov/pubmed/7872378'>A Quantitative Evaluation of COVID-19 Epidemiological Models.</a>","<a href='https://www.ncbi.nlm.nih.gov/pubmed?Db=pubmed&DbFrom=pubmed&Cmd=Link&LinkName=pubmed_pubmed&IdsFromResult=33564783&ordinalpos=1&itool=EntrezSystem2.PEntrez.Pubmed.Pubmed_ResultsPanel.Pubmed_DiscoveryPanel.Pubmed_Discovery_RA&log$=relatedarticles&logdbfrom=pubmed'>Related, PubMed</a>","<a href='https://scholar.google.com/scholar?q=related:https://www.ncbi.nlm.nih.gov/pubmed/33564783'>Related, Google Scholar</a>","<a href='https://www.pubmedcentral.nih.gov/tocrender.fcgi?artid=7872378&action=cited'>Cited By, PMC</a>","<a href='https://scholar.google.com/scholar?hl=en&lr=&cites=https://www.ncbi.nlm.nih.gov/pubmed/7872378'>Cited By, Google</a>"," "," ",
"ZIADK025021"," ","2021","Mayer, Balázs; Németh, Krisztián; Krepuska, Miklós; Myneni, Vamsee D; Maric, Dragan; Tisdale, John F; Hsieh, Matthew M; Uchida, Naoya; Lee, Heon-Jin; Nemeth, Michael J; Holmbeck, Kenn; Noguchi, Constance Tom; Rogers, Heather; Dey, Soumyadeep; Hansen, Arne; Hong, Jeffrey; Chow, Ian; Key, Sharon; Szalayova, Ildikó; Pagani, Jerome; Markó, Károly; MacClain-Caldwell, Ian; Vitale-Cross, Lynn; Young 3rd, W Scott; Brownstein, Michael J; Mezey, Éva","England","1365-2265","5","<a href='https://www.ncbi.nlm.nih.gov/pubmed/33314284'>Clinical endocrinology</a>","Clin Endocrinol (Oxf)","94","eng","888-890"," ","33314284","2021 05","Commentary on Winzeler et al 'Low arginine vasopressin levels in patients with diabetes insipidus are not associated with anaemia'.","<a href='https://www.ncbi.nlm.nih.gov/pubmed?Db=pubmed&DbFrom=pubmed&Cmd=Link&LinkName=pubmed_pubmed&IdsFromResult=33314284&ordinalpos=1&itool=EntrezSystem2.PEntrez.Pubmed.Pubmed_ResultsPanel.Pubmed_DiscoveryPanel.Pubmed_Discovery_RA&log$=relatedarticles&logdbfrom=pubmed'>Related, PubMed</a>","<a href='https://scholar.google.com/scholar?q=related:https://www.ncbi.nlm.nih.gov/pubmed/33314284'>Related, Google Scholar</a>"," ","<a href='https://scholar.google.com/scholar?hl=en&lr=&cites=https://www.ncbi.nlm.nih.gov/pubmed/'>Cited By, Google</a>"," "," ",
"ZICDK071013"," ","2021","Shchelochkov, Oleg A; Manoli, Irini; Juneau, Paul; Sloan, Jennifer L; Ferry, Susan; Myles, Jennifer; Schoenfeld, Megan; Pass, Alexandra; McCoy, Samantha; Van Ryzin, Carol; Wenger, Olivia; Levin, Mark; Zein, Wadih; Huryn, Laryssa; Snow, Joseph; Chlebowski, Colby; Thurm, Audrey; Kopp, Jeffrey B; Chen, Kong Y; Venditti, Charles P","United States","1530-0366","8","<a href='https://www.ncbi.nlm.nih.gov/pubmed/34007002'>Genetics in medicine : official journal of the American College of Medical Genetics</a>","Genet Med","23","eng","1534-1542","8354856","34007002","2021 08","<a href='https://www.ncbi.nlm.nih.gov/pubmed/8354856'>Severity modeling of propionic acidemia using clinical and laboratory biomarkers.</a>","<a href='https://www.ncbi.nlm.nih.gov/pubmed?Db=pubmed&DbFrom=pubmed&Cmd=Link&LinkName=pubmed_pubmed&IdsFromResult=34007002&ordinalpos=1&itool=EntrezSystem2.PEntrez.Pubmed.Pubmed_ResultsPanel.Pubmed_DiscoveryPanel.Pubmed_Discovery_RA&log$=relatedarticles&logdbfrom=pubmed'>Related, PubMed</a>","<a href='https://scholar.google.com/scholar?q=related:https://www.ncbi.nlm.nih.gov/pubmed/34007002'>Related, Google Scholar</a>","<a href='https://www.pubmedcentral.nih.gov/tocrender.fcgi?artid=8354856&action=cited'>Cited By, PMC</a>","<a href='https://scholar.google.com/scholar?hl=en&lr=&cites=https://www.ncbi.nlm.nih.gov/pubmed/8354856'>Cited By, Google</a>"," "," ",
"ZIADK013022"," ","2021","Kushalnagar, Poorna; Chow, Carson C; Bax, Adriaan","England","1365-2796","6","<a href='https://www.ncbi.nlm.nih.gov/pubmed/34268819'>Journal of internal medicine</a>","J Intern Med","290","eng","1275-1277","8446998","34268819","2021 12","<a href='https://www.ncbi.nlm.nih.gov/pubmed/8446998'>Self-infection with speech aerosol may contribute to COVID-19 severity.</a>","<a href='https://www.ncbi.nlm.nih.gov/pubmed?Db=pubmed&DbFrom=pubmed&Cmd=Link&LinkName=pubmed_pubmed&IdsFromResult=34268819&ordinalpos=1&itool=EntrezSystem2.PEntrez.Pubmed.Pubmed_ResultsPanel.Pubmed_DiscoveryPanel.Pubmed_Discovery_RA&log$=relatedarticles&logdbfrom=pubmed'>Related, PubMed</a>","<a href='https://scholar.google.com/scholar?q=related:https://www.ncbi.nlm.nih.gov/pubmed/34268819'>Related, Google Scholar</a>","<a href='https://www.pubmedcentral.nih.gov/tocrender.fcgi?artid=8446998&action=cited'>Cited By, PMC</a>","<a href='https://scholar.google.com/scholar?hl=en&lr=&cites=https://www.ncbi.nlm.nih.gov/pubmed/8446998'>Cited By, Google</a>"," "," ",
"ZIADK075105"," ","2021","Powell-Wiley, Tiffany M; Dey, Amit K; Rivers, Joshua P; Chaturvedi, Abhishek; Andrews, Marcus R; Ceasar, Joniqua N; Claudel, Sophie E; Mitchell, Valerie M; Ayers, Colby; Tamura, Kosuke; Gutierrez-Huerta, Cristhian A; Teague, Heather L; Oeser, Steffen G; Goyal, Aditya; Joshi, Aditya A; Collins, Billy S; Baumer, Yvonne; Chung, Stephanie T; Sumner, Anne E; Playford, Martin P; Tawakol, Ahmed; Mehta, Nehal N","Switzerland","2297-055X"," ","<a href='https://www.ncbi.nlm.nih.gov/pubmed/33778019'>Frontiers in cardiovascular medicine</a>","Front Cardiovasc Med","8","eng","599341","7988194","33778019","2021","<a href='https://www.ncbi.nlm.nih.gov/pubmed/7988194'>Chronic Stress-Related Neural Activity Associates With Subclinical Cardiovascular Disease in a Community-Based Cohort: Data From the Washington, D.C. Cardiovascular Health and Needs Assessment.</a>","<a href='https://www.ncbi.nlm.nih.gov/pubmed?Db=pubmed&DbFrom=pubmed&Cmd=Link&LinkName=pubmed_pubmed&IdsFromResult=33778019&ordinalpos=1&itool=EntrezSystem2.PEntrez.Pubmed.Pubmed_ResultsPanel.Pubmed_DiscoveryPanel.Pubmed_Discovery_RA&log$=relatedarticles&logdbfrom=pubmed'>Related, PubMed</a>","<a href='https://scholar.google.com/scholar?q=related:https://www.ncbi.nlm.nih.gov/pubmed/33778019'>Related, Google Scholar</a>","<a href='https://www.pubmedcentral.nih.gov/tocrender.fcgi?artid=7988194&action=cited'>Cited By, PMC</a>","<a href='https://scholar.google.com/scholar?hl=en&lr=&cites=https://www.ncbi.nlm.nih.gov/pubmed/7988194'>Cited By, Google</a>"," "," ",
"ZIADK069091"," ","2021","Johnson, Jessica J; Shaw, Pamela A; Oh, Eric J; Wooller, Matthew J; Merriman, Sean; Yun, Hee Young; Larsen, Thomas; Krakoff, Jonathan; Votruba, Susanne B; O'Brien, Diane M","United States","1938-3207","5","<a href='https://www.ncbi.nlm.nih.gov/pubmed/33676366'>The American journal of clinical nutrition</a>","Am J Clin Nutr","113","eng","1256-1264","8106756","33676366","2021 05 08","The carbon isotope ratios of nonessential amino acids identify sugar-sweetened beverage (SSB) consumers in a 12-wk inpatient feeding study of 32 men with varying SSB and meat exposures.","<a href='https://www.ncbi.nlm.nih.gov/pubmed?Db=pubmed&DbFrom=pubmed&Cmd=Link&LinkName=pubmed_pubmed&IdsFromResult=33676366&ordinalpos=1&itool=EntrezSystem2.PEntrez.Pubmed.Pubmed_ResultsPanel.Pubmed_DiscoveryPanel.Pubmed_Discovery_RA&log$=relatedarticles&logdbfrom=pubmed'>Related, PubMed</a>","<a href='https://scholar.google.com/scholar?q=related:https://www.ncbi.nlm.nih.gov/pubmed/33676366'>Related, Google Scholar</a>","<a href='https://www.pubmedcentral.nih.gov/tocrender.fcgi?artid=8106756&action=cited'>Cited By, PMC</a>","<a href='https://scholar.google.com/scholar?hl=en&lr=&cites=https://www.ncbi.nlm.nih.gov/pubmed/8106756'>Cited By, Google</a>"," "," ",
"ZIADK025061"," ","2021","Lee, Jeeyoung; Walter, Mary F; Korach, Kenneth S; Noguchi, Constance Tom","Germany","2212-8778"," ","<a href='https://www.ncbi.nlm.nih.gov/pubmed/33309599'>Molecular metabolism</a>","Mol Metab","45","eng","101142","7809438","33309599","2021 03","<a href='https://www.ncbi.nlm.nih.gov/pubmed/7809438'>Erythropoietin reduces fat mass in female mice lacking estrogen receptor alpha.</a>","<a href='https://www.ncbi.nlm.nih.gov/pubmed?Db=pubmed&DbFrom=pubmed&Cmd=Link&LinkName=pubmed_pubmed&IdsFromResult=33309599&ordinalpos=1&itool=EntrezSystem2.PEntrez.Pubmed.Pubmed_ResultsPanel.Pubmed_DiscoveryPanel.Pubmed_Discovery_RA&log$=relatedarticles&logdbfrom=pubmed'>Related, PubMed</a>","<a href='https://scholar.google.com/scholar?q=related:https://www.ncbi.nlm.nih.gov/pubmed/33309599'>Related, Google Scholar</a>","<a href='https://www.pubmedcentral.nih.gov/tocrender.fcgi?artid=7809438&action=cited'>Cited By, PMC</a>","<a href='https://scholar.google.com/scholar?hl=en&lr=&cites=https://www.ncbi.nlm.nih.gov/pubmed/7809438'>Cited By, Google</a>"," "," ",
"ZIADK075137"," ","2021","Ha, Joon; Muniyappa, Ranganath; Sherman, Arthur S; Quon, Michael J","Switzerland","1664-042X"," ","<a href='https://www.ncbi.nlm.nih.gov/pubmed/33967818'>Frontiers in physiology</a>","Front Physiol","12","eng","601894","8100339","33967818","2021","<a href='https://www.ncbi.nlm.nih.gov/pubmed/8100339'>When MINMOD Artifactually Interprets Strong Insulin Secretion as Weak Insulin Action.</a>","<a href='https://www.ncbi.nlm.nih.gov/pubmed?Db=pubmed&DbFrom=pubmed&Cmd=Link&LinkName=pubmed_pubmed&IdsFromResult=33967818&ordinalpos=1&itool=EntrezSystem2.PEntrez.Pubmed.Pubmed_ResultsPanel.Pubmed_DiscoveryPanel.Pubmed_Discovery_RA&log$=relatedarticles&logdbfrom=pubmed'>Related, PubMed</a>","<a href='https://scholar.google.com/scholar?q=related:https://www.ncbi.nlm.nih.gov/pubmed/33967818'>Related, Google Scholar</a>","<a href='https://www.pubmedcentral.nih.gov/tocrender.fcgi?artid=8100339&action=cited'>Cited By, PMC</a>","<a href='https://scholar.google.com/scholar?hl=en&lr=&cites=https://www.ncbi.nlm.nih.gov/pubmed/8100339'>Cited By, Google</a>"," "," ",
"ZICDK071013"," ","2021","Hall, Kevin D; Guo, Juen; Courville, Amber B; Boring, James; Brychta, Robert; Chen, Kong Y; Darcey, Valerie; Forde, Ciaran G; Gharib, Ahmed M; Gallagher, Isabelle; Howard, Rebecca; Joseph, Paule V; Milley, Lauren; Ouwerkerk, Ronald; Raisinger, Klaudia; Rozga, Irene; Schick, Alex; Stagliano, Michael; Torres, Stephan; Walter, Mary; Walter, Peter; Yang, Shanna; Chung, Stephanie T","United States","1546-170X","2","<a href='https://www.ncbi.nlm.nih.gov/pubmed/33479499'>Nature medicine</a>","Nat Med","27","eng","344-353"," ","33479499","2021 02","Effect of a plant-based, low-fat diet versus an animal-based, ketogenic diet on ad libitum energy intake.","<a href='https://www.ncbi.nlm.nih.gov/pubmed?Db=pubmed&DbFrom=pubmed&Cmd=Link&LinkName=pubmed_pubmed&IdsFromResult=33479499&ordinalpos=1&itool=EntrezSystem2.PEntrez.Pubmed.Pubmed_ResultsPanel.Pubmed_DiscoveryPanel.Pubmed_Discovery_RA&log$=relatedarticles&logdbfrom=pubmed'>Related, PubMed</a>","<a href='https://scholar.google.com/scholar?q=related:https://www.ncbi.nlm.nih.gov/pubmed/33479499'>Related, Google Scholar</a>"," ","<a href='https://scholar.google.com/scholar?hl=en&lr=&cites=https://www.ncbi.nlm.nih.gov/pubmed/'>Cited By, Google</a>"," ",7.52
"ZIADK060103"," ","2021","Cooper, Arthur J L; Hanover, John","United States","1096-0309"," ","<a href='https://www.ncbi.nlm.nih.gov/pubmed/34303692'>Analytical biochemistry</a>","Anal Biochem"," ","eng","114315"," ","34303692","2021 Jul 22","A tribute to William (Bill) B. Jakoby.","<a href='https://www.ncbi.nlm.nih.gov/pubmed?Db=pubmed&DbFrom=pubmed&Cmd=Link&LinkName=pubmed_pubmed&IdsFromResult=34303692&ordinalpos=1&itool=EntrezSystem2.PEntrez.Pubmed.Pubmed_ResultsPanel.Pubmed_DiscoveryPanel.Pubmed_Discovery_RA&log$=relatedarticles&logdbfrom=pubmed'>Related, PubMed</a>","<a href='https://scholar.google.com/scholar?q=related:https://www.ncbi.nlm.nih.gov/pubmed/34303692'>Related, Google Scholar</a>"," ","<a href='https://scholar.google.com/scholar?hl=en&lr=&cites=https://www.ncbi.nlm.nih.gov/pubmed/'>Cited By, Google</a>"," "," ",
"ZIADK025021"," ","2021","Dey, Soumyadeep; Lee, Jeeyoung; Noguchi, Constance T","Switzerland","1663-9812"," ","<a href='https://www.ncbi.nlm.nih.gov/pubmed/34603036'>Frontiers in pharmacology</a>","Front Pharmacol","12","eng","725734","8479821","34603036","2021","<a href='https://www.ncbi.nlm.nih.gov/pubmed/8479821'>Erythropoietin Non-hematopoietic Tissue Response and Regulation of Metabolism During Diet Induced Obesity.</a>","<a href='https://www.ncbi.nlm.nih.gov/pubmed?Db=pubmed&DbFrom=pubmed&Cmd=Link&LinkName=pubmed_pubmed&IdsFromResult=34603036&ordinalpos=1&itool=EntrezSystem2.PEntrez.Pubmed.Pubmed_ResultsPanel.Pubmed_DiscoveryPanel.Pubmed_Discovery_RA&log$=relatedarticles&logdbfrom=pubmed'>Related, PubMed</a>","<a href='https://scholar.google.com/scholar?q=related:https://www.ncbi.nlm.nih.gov/pubmed/34603036'>Related, Google Scholar</a>","<a href='https://www.pubmedcentral.nih.gov/tocrender.fcgi?artid=8479821&action=cited'>Cited By, PMC</a>","<a href='https://scholar.google.com/scholar?hl=en&lr=&cites=https://www.ncbi.nlm.nih.gov/pubmed/8479821'>Cited By, Google</a>"," "," ",
"ZIADK075021"," ","2021","Barella, Luiz F; Rossi, Mario; Pydi, Sai P; Meister, Jaroslawna; Jain, Shanu; Cui, Yinghong; Gavrilova, Oksana; Fulgenzi, Gianluca; Tessarollo, Lino; Wess, Jürgen","England","2041-1723","1","<a href='https://www.ncbi.nlm.nih.gov/pubmed/34099679'>Nature communications</a>","Nat Commun","12","eng","3385","8184739","34099679","2021 06 07","<a href='https://www.ncbi.nlm.nih.gov/pubmed/8184739'>β-Arrestin-1 is required for adaptive β-cell mass expansion during obesity.</a>","<a href='https://www.ncbi.nlm.nih.gov/pubmed?Db=pubmed&DbFrom=pubmed&Cmd=Link&LinkName=pubmed_pubmed&IdsFromResult=34099679&ordinalpos=1&itool=EntrezSystem2.PEntrez.Pubmed.Pubmed_ResultsPanel.Pubmed_DiscoveryPanel.Pubmed_Discovery_RA&log$=relatedarticles&logdbfrom=pubmed'>Related, PubMed</a>","<a href='https://scholar.google.com/scholar?q=related:https://www.ncbi.nlm.nih.gov/pubmed/34099679'>Related, Google Scholar</a>","<a href='https://www.pubmedcentral.nih.gov/tocrender.fcgi?artid=8184739&action=cited'>Cited By, PMC</a>","<a href='https://scholar.google.com/scholar?hl=en&lr=&cites=https://www.ncbi.nlm.nih.gov/pubmed/8184739'>Cited By, Google</a>"," "," ",
"ZIADK055105"," ","2021","Sdao, Sophia M; Ho, Thuong; Poudel, Chetan; Foster, Hannah R; De Leon, Elizabeth R; Adams, Melissa T; Lee, Ji-Hyeon; Blum, Barak; Rane, Sushil G; Merrins, Matthew J","United States","2211-1247","4","<a href='https://www.ncbi.nlm.nih.gov/pubmed/33503433'>Cell reports</a>","Cell Rep","34","eng","108690","7882066","33503433","2021 01 26","<a href='https://www.ncbi.nlm.nih.gov/pubmed/7882066'>CDK2 limits the highly energetic secretory program of mature β cells by restricting PEP cycle-dependent KATP channel closure.</a>","<a href='https://www.ncbi.nlm.nih.gov/pubmed?Db=pubmed&DbFrom=pubmed&Cmd=Link&LinkName=pubmed_pubmed&IdsFromResult=33503433&ordinalpos=1&itool=EntrezSystem2.PEntrez.Pubmed.Pubmed_ResultsPanel.Pubmed_DiscoveryPanel.Pubmed_Discovery_RA&log$=relatedarticles&logdbfrom=pubmed'>Related, PubMed</a>","<a href='https://scholar.google.com/scholar?q=related:https://www.ncbi.nlm.nih.gov/pubmed/33503433'>Related, Google Scholar</a>","<a href='https://www.pubmedcentral.nih.gov/tocrender.fcgi?artid=7882066&action=cited'>Cited By, PMC</a>","<a href='https://scholar.google.com/scholar?hl=en&lr=&cites=https://www.ncbi.nlm.nih.gov/pubmed/7882066'>Cited By, Google</a>"," "," ",
"ZIADK060103"," ","2021","Akan, Ilhan; Halim, Adnan; Vakhrushev, Sergey Y; Clausen, Henrik; Hanover, John A","Switzerland","2073-4409","5","<a href='https://www.ncbi.nlm.nih.gov/pubmed/33925313'>Cells</a>","Cells","10","eng"," ","8145559","33925313","2021 Apr 27","<a href='https://www.ncbi.nlm.nih.gov/pubmed/8145559'>Drosophila O-GlcNAcase Mutants Reveal an Expanded Glycoproteome and Novel Growth and Longevity Phenotypes.</a>","<a href='https://www.ncbi.nlm.nih.gov/pubmed?Db=pubmed&DbFrom=pubmed&Cmd=Link&LinkName=pubmed_pubmed&IdsFromResult=33925313&ordinalpos=1&itool=EntrezSystem2.PEntrez.Pubmed.Pubmed_ResultsPanel.Pubmed_DiscoveryPanel.Pubmed_Discovery_RA&log$=relatedarticles&logdbfrom=pubmed'>Related, PubMed</a>","<a href='https://scholar.google.com/scholar?q=related:https://www.ncbi.nlm.nih.gov/pubmed/33925313'>Related, Google Scholar</a>","<a href='https://www.pubmedcentral.nih.gov/tocrender.fcgi?artid=8145559&action=cited'>Cited By, PMC</a>","<a href='https://scholar.google.com/scholar?hl=en&lr=&cites=https://www.ncbi.nlm.nih.gov/pubmed/8145559'>Cited By, Google</a>"," "," ",
"ZICDK071013"," ","2021","Grover, Andrew; Quaye, Emmanuel; Brychta, Robert J; Christensen, John; Startzell, Megan S; Meehan, Cristina Adelia; Valencia, Areli; Marshall, Brandon; Chen, Kong Y; Brown, Rebecca J","United States","1945-7197","10","<a href='https://www.ncbi.nlm.nih.gov/pubmed/33890058'>The Journal of clinical endocrinology and metabolism</a>","J Clin Endocrinol Metab","106","eng","e4163-e4178","8475236","33890058","2021 09 27","Leptin Decreases Energy Expenditure Despite Increased Thyroid Hormone in Patients With Lipodystrophy.","<a href='https://www.ncbi.nlm.nih.gov/pubmed?Db=pubmed&DbFrom=pubmed&Cmd=Link&LinkName=pubmed_pubmed&IdsFromResult=33890058&ordinalpos=1&itool=EntrezSystem2.PEntrez.Pubmed.Pubmed_ResultsPanel.Pubmed_DiscoveryPanel.Pubmed_Discovery_RA&log$=relatedarticles&logdbfrom=pubmed'>Related, PubMed</a>","<a href='https://scholar.google.com/scholar?q=related:https://www.ncbi.nlm.nih.gov/pubmed/33890058'>Related, Google Scholar</a>","<a href='https://www.pubmedcentral.nih.gov/tocrender.fcgi?artid=8475236&action=cited'>Cited By, PMC</a>","<a href='https://scholar.google.com/scholar?hl=en&lr=&cites=https://www.ncbi.nlm.nih.gov/pubmed/8475236'>Cited By, Google</a>"," "," ",
"ZICDK071013"," ","2021","Manoli, Irini; Pass, Alexandra R; Harrington, Elizabeth A; Sloan, Jennifer L; Gagné, Jack; McCoy, Samantha; Bell, Sarah L; Hattenbach, Jacob D; Leitner, Brooks P; Duckworth, Courtney J; Fletcher, Laura A; Cassimatis, Thomas M; Galarreta, Carolina I; Thurm, Audrey; Snow, Joseph; Van Ryzin, Carol; Ferry, Susan; Mew, Nicholas Ah; Shchelochkov, Oleg A; Chen, Kong Y; Venditti, Charles P","United States","1530-0366","8","<a href='https://www.ncbi.nlm.nih.gov/pubmed/33820958'>Genetics in medicine : official journal of the American College of Medical Genetics</a>","Genet Med","23","eng","1522-1533","8354855","33820958","2021 08","<a href='https://www.ncbi.nlm.nih.gov/pubmed/8354855'>1-13C-propionate breath testing as a surrogate endpoint to assess efficacy of liver-directed therapies in methylmalonic acidemia (MMA).</a>","<a href='https://www.ncbi.nlm.nih.gov/pubmed?Db=pubmed&DbFrom=pubmed&Cmd=Link&LinkName=pubmed_pubmed&IdsFromResult=33820958&ordinalpos=1&itool=EntrezSystem2.PEntrez.Pubmed.Pubmed_ResultsPanel.Pubmed_DiscoveryPanel.Pubmed_Discovery_RA&log$=relatedarticles&logdbfrom=pubmed'>Related, PubMed</a>","<a href='https://scholar.google.com/scholar?q=related:https://www.ncbi.nlm.nih.gov/pubmed/33820958'>Related, Google Scholar</a>","<a href='https://www.pubmedcentral.nih.gov/tocrender.fcgi?artid=8354855&action=cited'>Cited By, PMC</a>","<a href='https://scholar.google.com/scholar?hl=en&lr=&cites=https://www.ncbi.nlm.nih.gov/pubmed/8354855'>Cited By, Google</a>"," "," ",
"ZIADK047052"," ","2021","Cook, Keziah; Adamski, Kelly; Gomes, Aparna; Tuttle, Edward; Kalden, Henner; Cochran, Elaine; Brown, Rebecca J","United States","2472-1972","4","<a href='https://www.ncbi.nlm.nih.gov/pubmed/33817539'>Journal of the Endocrine Society</a>","J Endocr Soc","5","eng","bvab019","7993583","33817539","2021 Apr 01","<a href='https://www.ncbi.nlm.nih.gov/pubmed/7993583'>Effects of Metreleptin on Patient Outcomes and Quality of Life in Generalized and Partial Lipodystrophy.</a>","<a href='https://www.ncbi.nlm.nih.gov/pubmed?Db=pubmed&DbFrom=pubmed&Cmd=Link&LinkName=pubmed_pubmed&IdsFromResult=33817539&ordinalpos=1&itool=EntrezSystem2.PEntrez.Pubmed.Pubmed_ResultsPanel.Pubmed_DiscoveryPanel.Pubmed_Discovery_RA&log$=relatedarticles&logdbfrom=pubmed'>Related, PubMed</a>","<a href='https://scholar.google.com/scholar?q=related:https://www.ncbi.nlm.nih.gov/pubmed/33817539'>Related, Google Scholar</a>","<a href='https://www.pubmedcentral.nih.gov/tocrender.fcgi?artid=7993583&action=cited'>Cited By, PMC</a>","<a href='https://scholar.google.com/scholar?hl=en&lr=&cites=https://www.ncbi.nlm.nih.gov/pubmed/7993583'>Cited By, Google</a>"," "," ",
